Business,Films,Football,Politics,Technology
0.003656307129798903,0.9875,0.003524511374559436,0.012299664554603056,0.03564223268325487
0.014625228519195612,0.003125,0.0028836911246395386,0.8788669399925456,0.006724949562878279
0.0032906764168190127,0.0008928571428571428,0.9913489266260814,0.0003727171077152441,0.005379959650302623
0.8314442413162706,0.0017857142857142857,0.0019224607497596924,0.0980245993291092,0.008069939475453935
0.1469835466179159,0.006696428571428571,0.0003204101249599487,0.010436079016026835,0.9441829186281103
